GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH53E001
G26009307251003,2013-2017,,,Michigan,26,Livingston County,93,,,725100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7251, Livingston County, Michigan",159800
G26009307251004,2013-2017,,,Michigan,26,Livingston County,93,,,725100,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7251, Livingston County, Michigan",
G26009307301011,2013-2017,,,Michigan,26,Livingston County,93,,,730101,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7301.01, Livingston County, Michigan",226900
G26009307301021,2013-2017,,,Michigan,26,Livingston County,93,,,730102,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7301.02, Livingston County, Michigan",226200
G26009307306001,2013-2017,,,Michigan,26,Livingston County,93,,,730600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7306, Livingston County, Michigan",263000
G26009307306002,2013-2017,,,Michigan,26,Livingston County,93,,,730600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7306, Livingston County, Michigan",227300
G26009307311001,2013-2017,,,Michigan,26,Livingston County,93,,,731100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7311, Livingston County, Michigan",198900
G26009307311002,2013-2017,,,Michigan,26,Livingston County,93,,,731100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7311, Livingston County, Michigan",196800
G26009307321001,2013-2017,,,Michigan,26,Livingston County,93,,,732100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7321, Livingston County, Michigan",193000
G26009307321002,2013-2017,,,Michigan,26,Livingston County,93,,,732100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7321, Livingston County, Michigan",164200
G26009307321003,2013-2017,,,Michigan,26,Livingston County,93,,,732100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7321, Livingston County, Michigan",157200
G26009307331001,2013-2017,,,Michigan,26,Livingston County,93,,,733100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7331, Livingston County, Michigan",174100
G26009307331002,2013-2017,,,Michigan,26,Livingston County,93,,,733100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7331, Livingston County, Michigan",265400
G26009307336011,2013-2017,,,Michigan,26,Livingston County,93,,,733601,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7336.01, Livingston County, Michigan",222900
G26009307336012,2013-2017,,,Michigan,26,Livingston County,93,,,733601,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7336.01, Livingston County, Michigan",182200
G26009307336013,2013-2017,,,Michigan,26,Livingston County,93,,,733601,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7336.01, Livingston County, Michigan",283800
G26009307336021,2013-2017,,,Michigan,26,Livingston County,93,,,733602,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7336.02, Livingston County, Michigan",165500
G26009307336022,2013-2017,,,Michigan,26,Livingston County,93,,,733602,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7336.02, Livingston County, Michigan",172100
G26009307402001,2013-2017,,,Michigan,26,Livingston County,93,,,740200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7402, Livingston County, Michigan",283400
G26009307402002,2013-2017,,,Michigan,26,Livingston County,93,,,740200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7402, Livingston County, Michigan",287300
G26009307403001,2013-2017,,,Michigan,26,Livingston County,93,,,740300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7403, Livingston County, Michigan",242200
G26009307405001,2013-2017,,,Michigan,26,Livingston County,93,,,740500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7405, Livingston County, Michigan",289200
G26009307405002,2013-2017,,,Michigan,26,Livingston County,93,,,740500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7405, Livingston County, Michigan",122800
G26009307406001,2013-2017,,,Michigan,26,Livingston County,93,,,740600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7406, Livingston County, Michigan",257800
G26009307406002,2013-2017,,,Michigan,26,Livingston County,93,,,740600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7406, Livingston County, Michigan",259400
G26009307407001,2013-2017,,,Michigan,26,Livingston County,93,,,740700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7407, Livingston County, Michigan",285100
G26009307407002,2013-2017,,,Michigan,26,Livingston County,93,,,740700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7407, Livingston County, Michigan",278800
G26009307408001,2013-2017,,,Michigan,26,Livingston County,93,,,740800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7408, Livingston County, Michigan",127300
G26009307408002,2013-2017,,,Michigan,26,Livingston County,93,,,740800,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7408, Livingston County, Michigan",254500
G26009307408003,2013-2017,,,Michigan,26,Livingston County,93,,,740800,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7408, Livingston County, Michigan",303000
G26009307409001,2013-2017,,,Michigan,26,Livingston County,93,,,740900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7409, Livingston County, Michigan",182600
G26009307411001,2013-2017,,,Michigan,26,Livingston County,93,,,741100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7411, Livingston County, Michigan",159100
G26009307411002,2013-2017,,,Michigan,26,Livingston County,93,,,741100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7411, Livingston County, Michigan",180300
G26009307416011,2013-2017,,,Michigan,26,Livingston County,93,,,741601,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7416.01, Livingston County, Michigan",175700
G26009307416012,2013-2017,,,Michigan,26,Livingston County,93,,,741601,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7416.01, Livingston County, Michigan",162300
G26009307416021,2013-2017,,,Michigan,26,Livingston County,93,,,741602,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7416.02, Livingston County, Michigan",224400
G26009307416022,2013-2017,,,Michigan,26,Livingston County,93,,,741602,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7416.02, Livingston County, Michigan",156300
G26009307422011,2013-2017,,,Michigan,26,Livingston County,93,,,742201,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7422.01, Livingston County, Michigan",257800
G26009307422012,2013-2017,,,Michigan,26,Livingston County,93,,,742201,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7422.01, Livingston County, Michigan",206500
G26009307422021,2013-2017,,,Michigan,26,Livingston County,93,,,742202,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7422.02, Livingston County, Michigan",181400
G26009307422022,2013-2017,,,Michigan,26,Livingston County,93,,,742202,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7422.02, Livingston County, Michigan",18300
G26009307424011,2013-2017,,,Michigan,26,Livingston County,93,,,742401,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7424.01, Livingston County, Michigan",162500
G26009307424021,2013-2017,,,Michigan,26,Livingston County,93,,,742402,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7424.02, Livingston County, Michigan",203300
G26009307424022,2013-2017,,,Michigan,26,Livingston County,93,,,742402,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7424.02, Livingston County, Michigan",157300
G26009307425001,2013-2017,,,Michigan,26,Livingston County,93,,,742500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7425, Livingston County, Michigan",266700
G26009307425002,2013-2017,,,Michigan,26,Livingston County,93,,,742500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7425, Livingston County, Michigan",284100
G26009307427001,2013-2017,,,Michigan,26,Livingston County,93,,,742700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7427, Livingston County, Michigan",313900
G26009307427002,2013-2017,,,Michigan,26,Livingston County,93,,,742700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7427, Livingston County, Michigan",255700
G26009307429001,2013-2017,,,Michigan,26,Livingston County,93,,,742900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7429, Livingston County, Michigan",302900
G26009307429002,2013-2017,,,Michigan,26,Livingston County,93,,,742900,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7429, Livingston County, Michigan",328300
G26009307429003,2013-2017,,,Michigan,26,Livingston County,93,,,742900,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7429, Livingston County, Michigan",531400
G26009307433001,2013-2017,,,Michigan,26,Livingston County,93,,,743300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7433, Livingston County, Michigan",212700
G26009307433002,2013-2017,,,Michigan,26,Livingston County,93,,,743300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7433, Livingston County, Michigan",338400
G26009307434001,2013-2017,,,Michigan,26,Livingston County,93,,,743400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7434, Livingston County, Michigan",288100
G26009307434002,2013-2017,,,Michigan,26,Livingston County,93,,,743400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7434, Livingston County, Michigan",216800
G26009307435001,2013-2017,,,Michigan,26,Livingston County,93,,,743500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7435, Livingston County, Michigan",180400
G26009307436001,2013-2017,,,Michigan,26,Livingston County,93,,,743600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7436, Livingston County, Michigan",156900
G26009307436002,2013-2017,,,Michigan,26,Livingston County,93,,,743600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7436, Livingston County, Michigan",229300
G26009307437001,2013-2017,,,Michigan,26,Livingston County,93,,,743700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7437, Livingston County, Michigan",250400
G26009307437002,2013-2017,,,Michigan,26,Livingston County,93,,,743700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7437, Livingston County, Michigan",48500
G26009307438001,2013-2017,,,Michigan,26,Livingston County,93,,,743800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7438, Livingston County, Michigan",293800
G26009307438002,2013-2017,,,Michigan,26,Livingston County,93,,,743800,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7438, Livingston County, Michigan",221500
G26009307438003,2013-2017,,,Michigan,26,Livingston County,93,,,743800,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7438, Livingston County, Michigan",255500
G26009307438004,2013-2017,,,Michigan,26,Livingston County,93,,,743800,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7438, Livingston County, Michigan",239800
G26009307439001,2013-2017,,,Michigan,26,Livingston County,93,,,743900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7439, Livingston County, Michigan",237300
G26009307439002,2013-2017,,,Michigan,26,Livingston County,93,,,743900,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7439, Livingston County, Michigan",243100
G26009307442001,2013-2017,,,Michigan,26,Livingston County,93,,,744200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7442, Livingston County, Michigan",179300
G26009307442002,2013-2017,,,Michigan,26,Livingston County,93,,,744200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7442, Livingston County, Michigan",284800
G26009307444001,2013-2017,,,Michigan,26,Livingston County,93,,,744400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7444, Livingston County, Michigan",228800
G26009307444002,2013-2017,,,Michigan,26,Livingston County,93,,,744400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7444, Livingston County, Michigan",124500
G26009307446001,2013-2017,,,Michigan,26,Livingston County,93,,,744600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7446, Livingston County, Michigan",275600
G26009307446002,2013-2017,,,Michigan,26,Livingston County,93,,,744600,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7446, Livingston County, Michigan",331100
G26009307447001,2013-2017,,,Michigan,26,Livingston County,93,,,744700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7447, Livingston County, Michigan",258800
G26009307447002,2013-2017,,,Michigan,26,Livingston County,93,,,744700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7447, Livingston County, Michigan",173100
G26009307448001,2013-2017,,,Michigan,26,Livingston County,93,,,744800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7448, Livingston County, Michigan",282200
G26009307448002,2013-2017,,,Michigan,26,Livingston County,93,,,744800,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7448, Livingston County, Michigan",274300
G26009307449001,2013-2017,,,Michigan,26,Livingston County,93,,,744900,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7449, Livingston County, Michigan",150500
G26009509601001,2013-2017,,,Michigan,26,Luce County,95,,,960100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9601, Luce County, Michigan",
G26009509601002,2013-2017,,,Michigan,26,Luce County,95,,,960100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9601, Luce County, Michigan",53300
G26009509601003,2013-2017,,,Michigan,26,Luce County,95,,,960100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9601, Luce County, Michigan",49100
G26009509601004,2013-2017,,,Michigan,26,Luce County,95,,,960100,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9601, Luce County, Michigan",91800
G26009509602001,2013-2017,,,Michigan,26,Luce County,95,,,960200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9602, Luce County, Michigan",94000
G26009509602002,2013-2017,,,Michigan,26,Luce County,95,,,960200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9602, Luce County, Michigan",109600
G26009509800001,2013-2017,,,Michigan,26,Luce County,95,,,980000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9800, Luce County, Michigan",
G26009509900000,2013-2017,,,Michigan,26,Luce County,95,,,990000,0,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Luce County, Michigan",
G26009709501001,2013-2017,,,Michigan,26,Mackinac County,97,,,950100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9501, Mackinac County, Michigan",166100
G26009709501002,2013-2017,,,Michigan,26,Mackinac County,97,,,950100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9501, Mackinac County, Michigan",153000
G26009709502001,2013-2017,,,Michigan,26,Mackinac County,97,,,950200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9502, Mackinac County, Michigan",110000
G26009709502002,2013-2017,,,Michigan,26,Mackinac County,97,,,950200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9502, Mackinac County, Michigan",105100
G26009709503001,2013-2017,,,Michigan,26,Mackinac County,97,,,950300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503, Mackinac County, Michigan",135900
G26009709503002,2013-2017,,,Michigan,26,Mackinac County,97,,,950300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9503, Mackinac County, Michigan",159600
G26009709504001,2013-2017,,,Michigan,26,Mackinac County,97,,,950400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9504, Mackinac County, Michigan",525000
G26009709504002,2013-2017,,,Michigan,26,Mackinac County,97,,,950400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9504, Mackinac County, Michigan",87800
G26009709504003,2013-2017,,,Michigan,26,Mackinac County,97,,,950400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9504, Mackinac County, Michigan",138100
G26009709505001,2013-2017,,,Michigan,26,Mackinac County,97,,,950500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9505, Mackinac County, Michigan",116700
G26009709505002,2013-2017,,,Michigan,26,Mackinac County,97,,,950500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9505, Mackinac County, Michigan",109800
G26009709505003,2013-2017,,,Michigan,26,Mackinac County,97,,,950500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9505, Mackinac County, Michigan",117700
G26009709505004,2013-2017,,,Michigan,26,Mackinac County,97,,,950500,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9505, Mackinac County, Michigan",107300
G26009709900000,2013-2017,,,Michigan,26,Mackinac County,97,,,990000,0,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Mackinac County, Michigan",
G26009902067001,2013-2017,,,Michigan,26,Macomb County,99,,,206700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2067, Macomb County, Michigan",183100
G26009902067002,2013-2017,,,Michigan,26,Macomb County,99,,,206700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2067, Macomb County, Michigan",143500
G26009902100001,2013-2017,,,Michigan,26,Macomb County,99,,,210000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2100, Macomb County, Michigan",163500
G26009902100002,2013-2017,,,Michigan,26,Macomb County,99,,,210000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2100, Macomb County, Michigan",219100
G26009902110001,2013-2017,,,Michigan,26,Macomb County,99,,,211000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2110, Macomb County, Michigan",142800
G26009902110002,2013-2017,,,Michigan,26,Macomb County,99,,,211000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2110, Macomb County, Michigan",163200
G26009902110003,2013-2017,,,Michigan,26,Macomb County,99,,,211000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2110, Macomb County, Michigan",168400
G26009902120001,2013-2017,,,Michigan,26,Macomb County,99,,,212000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2120, Macomb County, Michigan",207400
G26009902120002,2013-2017,,,Michigan,26,Macomb County,99,,,212000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2120, Macomb County, Michigan",177700
G26009902120003,2013-2017,,,Michigan,26,Macomb County,99,,,212000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2120, Macomb County, Michigan",128300
G26009902140001,2013-2017,,,Michigan,26,Macomb County,99,,,214000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2140, Macomb County, Michigan",307600
G26009902140002,2013-2017,,,Michigan,26,Macomb County,99,,,214000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2140, Macomb County, Michigan",
G26009902140003,2013-2017,,,Michigan,26,Macomb County,99,,,214000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2140, Macomb County, Michigan",167500
G26009902145001,2013-2017,,,Michigan,26,Macomb County,99,,,214500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2145, Macomb County, Michigan",234000
G26009902145002,2013-2017,,,Michigan,26,Macomb County,99,,,214500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2145, Macomb County, Michigan",229600
G26009902145003,2013-2017,,,Michigan,26,Macomb County,99,,,214500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2145, Macomb County, Michigan",307500
G26009902150001,2013-2017,,,Michigan,26,Macomb County,99,,,215000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2150, Macomb County, Michigan",360200
G26009902150002,2013-2017,,,Michigan,26,Macomb County,99,,,215000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2150, Macomb County, Michigan",243400
G26009902150003,2013-2017,,,Michigan,26,Macomb County,99,,,215000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2150, Macomb County, Michigan",307100
G26009902152001,2013-2017,,,Michigan,26,Macomb County,99,,,215200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2152, Macomb County, Michigan",362800
G26009902152002,2013-2017,,,Michigan,26,Macomb County,99,,,215200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2152, Macomb County, Michigan",292600
G26009902152003,2013-2017,,,Michigan,26,Macomb County,99,,,215200,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2152, Macomb County, Michigan",344200
G26009902152004,2013-2017,,,Michigan,26,Macomb County,99,,,215200,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2152, Macomb County, Michigan",292500
G26009902153001,2013-2017,,,Michigan,26,Macomb County,99,,,215300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2153, Macomb County, Michigan",212700
G26009902153002,2013-2017,,,Michigan,26,Macomb County,99,,,215300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2153, Macomb County, Michigan",234700
G26009902155001,2013-2017,,,Michigan,26,Macomb County,99,,,215500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2155, Macomb County, Michigan",337000
G26009902155002,2013-2017,,,Michigan,26,Macomb County,99,,,215500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2155, Macomb County, Michigan",260300
G26009902155003,2013-2017,,,Michigan,26,Macomb County,99,,,215500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2155, Macomb County, Michigan",19800
G26009902160001,2013-2017,,,Michigan,26,Macomb County,99,,,216000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2160, Macomb County, Michigan",249300
G26009902160002,2013-2017,,,Michigan,26,Macomb County,99,,,216000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2160, Macomb County, Michigan",170700
G26009902170001,2013-2017,,,Michigan,26,Macomb County,99,,,217000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2170, Macomb County, Michigan",231400
G26009902170002,2013-2017,,,Michigan,26,Macomb County,99,,,217000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2170, Macomb County, Michigan",189100
G26009902180001,2013-2017,,,Michigan,26,Macomb County,99,,,218000,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2180, Macomb County, Michigan",112100
G26009902180002,2013-2017,,,Michigan,26,Macomb County,99,,,218000,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2180, Macomb County, Michigan",101500
G26009902180003,2013-2017,,,Michigan,26,Macomb County,99,,,218000,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2180, Macomb County, Michigan",91500
G26009902200011,2013-2017,,,Michigan,26,Macomb County,99,,,220001,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2200.01, Macomb County, Michigan",170700
G26009902200012,2013-2017,,,Michigan,26,Macomb County,99,,,220001,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2200.01, Macomb County, Michigan",154000
G26009902200013,2013-2017,,,Michigan,26,Macomb County,99,,,220001,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2200.01, Macomb County, Michigan",226700
G26009902200021,2013-2017,,,Michigan,26,Macomb County,99,,,220002,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2200.02, Macomb County, Michigan",160800
G26009902200022,2013-2017,,,Michigan,26,Macomb County,99,,,220002,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2200.02, Macomb County, Michigan",150000
G26009902200023,2013-2017,,,Michigan,26,Macomb County,99,,,220002,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2200.02, Macomb County, Michigan",207700
G26009902211001,2013-2017,,,Michigan,26,Macomb County,99,,,221100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2211, Macomb County, Michigan",164100
G26009902211002,2013-2017,,,Michigan,26,Macomb County,99,,,221100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2211, Macomb County, Michigan",62800
G26009902211003,2013-2017,,,Michigan,26,Macomb County,99,,,221100,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2211, Macomb County, Michigan",156700
G26009902212001,2013-2017,,,Michigan,26,Macomb County,99,,,221200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2212, Macomb County, Michigan",171900
G26009902212002,2013-2017,,,Michigan,26,Macomb County,99,,,221200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2212, Macomb County, Michigan",178400
G26009902212003,2013-2017,,,Michigan,26,Macomb County,99,,,221200,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2212, Macomb County, Michigan",147100
G26009902212004,2013-2017,,,Michigan,26,Macomb County,99,,,221200,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2212, Macomb County, Michigan",105400
G26009902215001,2013-2017,,,Michigan,26,Macomb County,99,,,221500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2215, Macomb County, Michigan",231100
G26009902218001,2013-2017,,,Michigan,26,Macomb County,99,,,221800,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2218, Macomb County, Michigan",199800
